State,Year,Total Banks,Avg ROA,Avg Capital Ratio,Total Assets,Avg Uninsured Deposit Pct
OH,2025,166,3.877163850855849,18.15038398406133,20689292388,22.154526845106428
OK,2018,206,1.2761219646376278,18.655180704097198,468455185,20.817117949776964
OK,2019,202,1.1302291085416034,19.173074866830568,534372846,21.719041309151407
OK,2020,193,1.1645387638403017,9.190443261183944,612934876,22.485570486952387
OK,2021,190,1.3843025046744537,9.279911658159175,680875182,24.736221501991402
OK,2022,181,1.1512922947859954,9.639067776490176,700632042,26.343863845050983
OK,2023,178,1.20032379910382,9.917280014988789,744233045,25.05963870760732
OK,2024,179,1.2449771939833156,10.552746793720349,775959265,24.168381196353035
OK,2025,177,1.4884359659637956,10.303543524639924,808246119,24.380299213979715
OR,2018,20,1.3753944233077353,42.83895415519024,127318864,21.434567783810117
OR,2019,18,1.431990409461209,46.89575968759653,135436574,23.603524148031394
OR,2020,17,0.6580689654487903,38.16719860792091,143761067,27.04235881866316
OR,2021,16,1.8305755188427586,41.57978703754248,155804687,30.9642442569039
OR,2022,16,1.6103221887638857,30.842886627999402,164920498,31.467771958064358
OR,2023,16,1.8196909618728971,31.626304068356816,253582627,26.419191175124737
OR,2024,16,1.9864956850294364,33.97036726390935,252465795,24.674371697172113
OR,2025,16,1.7617334479556959,35.99236174584424,282609653,26.016382514952426
PA,2018,158,1.8307296906529729,27.173817456981066,1018539027,18.43601203360135
PA,2019,149,1.7100808381740136,26.804705161797877,936061626,19.276593345488006
PA,2020,144,1.3464808828517514,17.12238449749287,1092745030,21.245862534951677
PA,2021,140,1.791636795312293,17.97173944038413,1186104394,23.720111946915605
PA,2022,135,1.6464107196289783,18.41171430112062,1202863862,24.454850793277807
PA,2023,131,1.4736486212865822,18.354946971167813,1256572081,22.86820064692276
PA,2024,125,1.468389372429785,18.589476182145773,1284272364,22.34720379833039
PA,2025,122,1.7096054613161125,18.253572000419723,1332007794,22.941988629607927
PR,2018,5,1.162151771210153,28.909769854934474,262122207,35.65106147014095
PR,2019,5,1.3827468876561535,28.74868459736587,276061227,37.22106269818652
PR,2020,4,0.569994069518091,21.94908922877508,319873198,41.25760732075789
PR,2021,3,1.36443026435804,17.82006109088294,368932113,48.278770281506304
PR,2022,3,1.4553994665338197,16.867556792364592,350999790,47.56973722688599
PR,2023,4,-0.9790553054831488,241.91782055197035,344730792,48.09084697655227
PR,2024,4,-0.7169815533211771,61.48026896850877,352287867,62.32760908032359
PR,2025,4,0.33142071687394326,29.312356159168043,365139435,58.08635027613161
RI,2018,9,1.817167835529555,17.208361340277456,546622348,19.41022551734985
RI,2019,8,1.9149973622954315,18.114668704731848,699518647,22.004281020808804
RI,2020,8,0.34828867580437856,8.640215316352352,771262574,22.74180366415654
RI,2021,7,1.6635273571087528,9.879697374181491,801808364,24.228710003860925
RI,2022,8,1.4876264599799176,10.070392166080412,925848283,24.775280930472142
RI,2023,7,0.19592359348386856,9.483638518917948,954360903,22.521438273943335
RI,2024,7,-0.5836439530140954,9.395925504207279,942606644,24.568445040136698
RI,2025,7,0.18442024209359845,9.433344612074835,945124622,25.32782813545259
SC,2018,53,0.7557922426494316,25.903142180679993,147926058,16.031101834659143
SC,2019,49,0.8307893648829394,23.96865640743418,156265277,17.38178261293294
SC,2020,47,0.8245254832100267,16.934818899584446,110792672,19.089746715794302
SC,2021,47,0.8460547738063557,14.972255159742048,146918138,22.55572274597234
SC,2022,47,0.6194304379265635,14.971939137188384,215712376,25.370678907388033
SC,2023,45,0.9527097326211226,14.65149768179765,228502904,22.882833421945755
SC,2024,44,0.8153679533190209,13.866232218094916,237557125,23.441423919898472
SC,2025,43,0.9152274750462834,13.822919448913645,247931909,23.1706237809985
SD,2018,70,1.46692418981672,23.62732317394501,12623059896,22.68272128333965
SD,2019,64,1.3865034901349038,24.26591290135037,12918221791,23.932409482642015
SD,2020,63,1.3663945017917707,21.885244652354327,14015908458,25.794235419956326
SD,2021,62,2.759846599058888,25.704275368943147,14097625096,28.848142714278552
SD,2022,60,1.2543777164233396,21.77433219106256,13984552928,29.990784925453298
SD,2023,60,1.8896721127080802,19.95569400942964,13759475015,26.417100452635793
SD,2024,59,2.190512685505956,19.430752959799218,13895500335,26.124952621322983
SD,2025,59,2.024519785820989,20.131351456463427,14554263003,25.90369230651641
TN,2018,149,1.0675127171107064,24.496055976470526,535399175,19.52221799353043
TN,2019,143,1.0239009608468372,18.129632140723007,560297386,19.8246184358384
TN,2020,137,0.9703987674604729,11.327162576713123,714121181,21.53708628812961
TN,2021,131,1.0827537798089018,15.86455889840834,854812255,24.558608468007666
TN,2022,123,0.993513986469223,10.862098825042429,858566046,26.26288816822555
TN,2023,123,1.0548912107404147,10.55836767927016,899689621,23.70876474359316
TN,2024,122,0.9210467841966501,10.626550932737304,920001563,23.57009950033519
TN,2025,116,0.9927637380290605,10.953359007452912,965329500,24.475234169040288
